2005-09-20,6.3886,6.3682,6.4268,6.3983,6.3936,6.3732,6.4318,6.4033
2005-09-21,6.3981,6.3409,6.3995,6.3719,6.4031,6.3459,6.4045,6.3769
2005-09-22,6.3716,6.351,6.4204,6.4026,6.3766,6.3535,6.4232,6.4076
2005-09-23,6.4024,6.397,6.4897,6.4763,6.4074,6.3995,6.495,6.4813
2005-09-26,6.4765,6.4624,6.5058,6.4947,6.4815,6.4726,6.5146,6.5097
2005-09-27,6.4941,6.4927,6.5261,6.4965,6.5091,6.4974,6.5311,6.5015
2005-09-28,6.496,6.4746,6.5232,6.4778,6.501,6.4796,6.5257,6.4828
2005-09-29,6.4775,6.4685,6.5386,6.509,6.4825,6.4733,6.5411,6.514
2005-09-30,6.5092,6.5086,6.5994,6.592,6.5142,6.5122,6.6044,6.597
2005-10-03,6.5918,6.5826,6.6193,6.5985,6.5968,6.5858,6.6243,6.6035
2005-10-04,6.5993,6.5882,6.6299,6.6108,6.6043,6.5932,6.6349,6.6158
2005-10-05,6.6108,6.5343,6.6207,6.5396,6.6158,6.5393,6.6251,6.5446
2005-10-06,6.5398,6.4651,6.5479,6.4902,6.5448,6.4701,6.5529,6.4952
2005-10-07,6.49,6.479,6.5308,6.5233,6.495,6.4815,6.5379,6.5283
2005-10-10,6.523,6.4887,6.5422,6.5329,6.528,6.4912,6.5472,6.5379
2005-10-11,6.5327,6.5108,6.5423,6.5305,6.5377,6.5133,6.5473,6.5355
2005-10-12,6.5304,6.4669,6.553,6.5169,6.5354,6.4694,6.5555,6.5219
2005-10-13,6.5169,6.4997,6.5676,6.5045,6.5219,6.5034,6.5705,6.5095
2005-10-14,6.5048,6.4412,6.5317,6.4499,6.5098,6.4437,6.5356,6.4549
2005-10-17,6.4501,6.447,6.51,6.499,6.4551,6.4495,6.5138,6.504
2005-10-18,6.4993,6.4982,6.5634,6.5497,6.5043,6.5032,6.5659,6.5547
2005-10-19,6.55,6.4901,6.5848,6.5164,6.555,6.4951,6.5873,6.5214
2005-10-20,6.5161,6.4459,6.5309,6.4624,6.5211,6.4509,6.5334,6.4674
2005-10-21,6.4626,6.4611,6.5419,6.5338,6.4676,6.4661,6.5469,6.5388
2005-10-24,6.534,6.5098,6.5586,6.5364,6.539,6.5148,6.5636,6.5414
2005-10-25,6.5361,6.4489,6.5555,6.4571,6.5411,6.4514,6.558,6.4621
2005-10-26,6.4574,6.4371,6.4915,6.4463,6.4624,6.4421,6.494,6.4513
2005-10-27,6.4465,6.4121,6.4638,6.4284,6.4515,6.4157,6.4663,6.4334
2005-10-28,6.4281,6.4154,6.4898,6.4887,6.4331,6.4179,6.5006,6.4937
2005-10-31,6.4894,6.4528,6.5093,6.4912,6.4944,6.4553,6.5143,6.4962
2005-11-01,6.4912,6.4625,6.499,6.4663,6.4962,6.465,6.5036,6.4713
2005-11-02,6.4663,6.449,6.4957,6.4495,6.4713,6.454,6.4982,6.4545
2005-11-03,6.4492,6.4404,6.5315,6.5288,6.4542,6.4429,6.5365,6.5338
2005-11-04,6.5305,6.502,6.6006,6.5901,6.5355,6.5045,6.6077,6.5951
2005-11-07,6.5911,6.5719,6.6431,6.6372,6.5961,6.5744,6.6481,6.6422
2005-11-08,6.6377,6.5928,6.6537,6.6102,6.6427,6.5978,6.6562,6.6152
2005-11-09,6.61,6.5672,6.6369,6.5793,6.615,6.5722,6.6394,6.5843
2005-11-10,6.5793,6.5575,6.6086,6.5954,6.5843,6.5625,6.6136,6.6004
2005-11-11,6.5959,6.5758,6.6296,6.5797,6.6009,6.5808,6.633,6.5847
2005-11-14,6.5803,6.5797,6.6643,6.6491,6.5853,6.5847,6.6668,6.6541
2005-11-15,6.6493,6.6488,6.6925,6.6707,6.6543,6.6517,6.695,6.6757
2005-11-16,6.6702,6.6608,6.7095,6.6954,6.6752,6.6633,6.712,6.7004
2005-11-17,6.6951,6.6805,6.743,6.7093,6.7001,6.6855,6.7455,6.7143
2005-11-18,6.7091,6.6755,6.7502,6.6865,6.7141,6.678,6.7527,6.6915
2005-11-21,6.6868,6.6588,6.7252,6.7112,6.6918,6.6613,6.7287,6.7162
2005-11-22,6.7115,6.646,6.7278,6.6637,6.7165,6.651,6.7303,6.6687
2005-11-23,6.659,6.6296,6.6871,6.6608,6.664,6.6346,6.6896,6.6658
2005-11-24,6.6606,6.6598,6.701,6.6908,6.6656,6.6623,6.706,6.6958
2005-11-25,6.6905,6.6804,6.729,6.7192,6.6955,6.6829,6.7393,6.7242
2005-11-28,6.7193,6.6341,6.7288,6.6801,6.7243,6.6391,6.7316,6.6851
2005-11-29,6.6802,6.6736,6.7559,6.7458,6.6852,6.6786,6.7601,6.7508
2005-11-30,6.7461,6.7274,6.7774,6.7434,6.7511,6.7299,6.7799,6.7484
2005-12-01,6.7437,6.7345,6.8039,6.764,6.7487,6.7395,6.8064,6.769
2005-12-02,6.7636,6.7361,6.7843,6.7725,6.7686,6.7386,6.7868,6.7775
2005-12-05,6.7733,6.6576,6.775,6.6806,6.7783,6.6626,6.78,6.6856
2005-12-06,6.6806,6.6748,6.7761,6.7567,6.6856,6.6781,6.7786,6.7617
2005-12-07,6.7562,6.7494,6.8015,6.7612,6.7612,6.7544,6.804,6.7662
2005-12-08,6.7609,6.695,6.7683,6.7156,6.7659,6.6975,6.7733,6.7206
2005-12-09,6.7159,6.6923,6.7458,6.6953,6.7209,6.6973,6.7508,6.7003
2005-12-12,6.6956,6.6317,6.7108,6.6442,6.7006,6.6342,6.7138,6.6492
2005-12-13,6.6442,6.592,6.6962,6.6022,6.6492,6.597,6.6992,6.6072
2005-12-14,6.6026,6.5882,6.6518,6.6297,6.6076,6.5912,6.6568,6.6347
2005-12-15,6.6305,6.6065,6.6703,6.6392,6.6355,6.6095,6.6733,6.6442
2005-12-16,6.6395,6.6034,6.659,6.6357,6.6445,6.6064,6.662,6.6407
2005-12-19,6.6366,6.6298,6.6934,6.6807,6.6416,6.6348,6.6969,6.6857
2005-12-20,6.681,6.6782,6.8002,6.7794,6.686,6.6832,6.8052,6.7844
2005-12-21,6.7797,6.7606,6.8226,6.7817,6.7847,6.7656,6.8261,6.7867
2005-12-22,6.7814,6.7576,6.805,6.7735,6.7864,6.7611,6.8085,6.7785
2005-12-23,6.7741,6.7432,6.7998,6.7642,6.7791,6.7582,6.8033,6.7792
2005-12-26,6.7633,6.7512,6.7815,6.7755,6.7783,6.7662,6.7965,6.7905
2005-12-27,6.7755,6.7524,6.7844,6.7706,6.7905,6.7574,6.7956,6.7756
2005-12-28,6.7709,6.7196,6.8068,6.7775,6.7759,6.7246,6.8118,6.7825
2005-12-29,6.7775,6.7464,6.7867,6.7489,6.7825,6.7539,6.7917,6.7564
2005-12-30,6.7485,6.731,6.7806,6.7372,6.756,6.7455,6.7881,6.7522
2006-01-02,6.7375,6.7118,6.7514,6.7135,6.7525,6.7193,6.7664,6.721
2006-01-03,6.7135,6.5921,6.7325,6.6057,6.721,6.5971,6.7355,6.6107
2006-01-04,6.6054,6.5187,6.6187,6.5582,6.6104,6.5212,6.6237,6.5632
2006-01-05,6.5582,6.5364,6.5731,6.5495,6.5632,6.5395,6.5756,6.5545
2006-01-06,6.5497,6.5014,6.5681,6.5192,6.5547,6.5064,6.5706,6.5242
2006-01-09,6.5195,6.5157,6.6132,6.6037,6.5245,6.5207,6.6182,6.6087
2006-01-10,6.6032,6.5737,6.6471,6.635,6.6082,6.5762,6.6521,6.64
2006-01-11,6.6368,6.612,6.6718,6.6184,6.6418,6.617,6.6743,6.6234
2006-01-12,6.6187,6.6103,6.7185,6.6863,6.6237,6.6153,6.721,6.6913
2006-01-13,6.6863,6.6039,6.7018,6.6206,6.6913,6.6189,6.7043,6.6256
2006-01-16,6.6209,6.6188,6.6816,6.6607,6.6259,6.6213,6.6866,6.6657
2006-01-17,6.6602,6.648,6.7183,6.6946,6.6652,6.653,6.7233,6.6996
2006-01-18,6.6949,6.6706,6.7561,6.7341,6.6999,6.6731,6.7586,6.7391
2006-01-19,6.7336,6.7021,6.7591,6.7213,6.7386,6.7046,6.7616,6.7263
2006-01-20,6.7211,6.5878,6.7413,6.5993,6.7261,6.5928,6.7438,6.6043
2006-01-23,6.5996,6.5282,6.6052,6.5628,6.6046,6.5332,6.6102,6.5678
2006-01-24,6.5626,6.5304,6.5822,6.5551,6.5676,6.5354,6.5847,6.5601
2006-01-25,6.5548,6.5171,6.5858,6.579,6.5598,6.5196,6.5908,6.584
2006-01-26,6.5788,6.5743,6.6319,6.6211,6.5838,6.5789,6.6369,6.6261
2006-01-27,6.6212,6.608,6.6885,6.6791,6.6262,6.6105,6.6953,6.6841
2006-01-30,6.6788,6.66,6.7405,6.7251,6.6838,6.663,6.7455,6.7301
2006-01-31,6.7253,6.618,6.7303,6.6193,6.7303,6.623,6.7353,6.6243
2006-02-01,6.6185,6.6152,6.701,6.6927,6.6235,6.6202,6.706,6.6977
2006-02-02,6.693,6.6362,6.7077,6.6476,6.698,6.641,6.7127,6.6526
2006-02-03,6.6473,6.6281,6.7035,6.6819,6.6523,6.6331,6.7085,6.6869
2006-02-06,6.682,6.6754,6.7439,6.7237,6.687,6.6804,6.7464,6.7262
2006-02-07,6.7232,6.6896,6.7384,6.7029,6.7257,6.6946,6.7409,6.7079
2006-02-08,6.7031,6.6815,6.739,6.6945,6.7081,6.684,6.7415,6.6995
2006-02-09,6.6947,6.6798,6.7106,6.6909,6.6997,6.6848,6.714,6.6959
2006-02-10,6.6911,6.674,6.8024,6.7955,6.6961,6.679,6.8144,6.8005
2006-02-13,6.7949,6.7906,6.8305,6.8062,6.7999,6.7956,6.833,6.8112
2006-02-14,6.806,6.7948,6.8619,6.8289,6.811,6.7998,6.8644,6.8314
2006-02-15,6.8292,6.8038,6.8597,6.8411,6.8317,6.8063,6.8622,6.8461
2006-02-16,6.84,6.7711,6.8559,6.7869,6.845,6.7761,6.8584,6.7919
2006-02-17,6.7866,6.7315,6.797,6.7366,6.7916,6.7365,6.7995,6.7416
2006-02-20,6.7369,6.7303,6.7591,6.7486,6.7419,6.7353,6.7641,6.7536
2006-02-21,6.7483,6.7376,6.7675,6.7526,6.7533,6.7426,6.7704,6.7576
2006-02-22,6.7523,6.744,6.7956,6.7655,6.7573,6.7478,6.7981,6.7705
2006-02-23,6.7658,6.7211,6.7696,6.74,6.7708,6.7236,6.7746,6.745
2006-02-24,6.7396,6.737,6.8011,6.7798,6.7446,6.742,6.8121,6.7848
2006-02-27,6.7795,6.7631,6.7969,6.7819,6.7845,6.7656,6.8017,6.7869
2006-02-28,6.7824,6.7264,6.7915,6.7288,6.7874,6.7301,6.7965,6.7338
2006-03-01,6.7289,6.6911,6.7435,6.7251,6.7339,6.6936,6.7485,6.7301
