,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap USDDKK,Open Bid_x,Open Bid_y,Open Ask_y
2007-09-25,5.02,4.17,4.47,2.537836840162421e-06,5.02,4.65,4.85
2007-09-26,5.05,4.17,4.47,2.662993572084481e-06,5.05,4.7,4.9
2007-09-27,4.86,3.9,4.1,3.6025786879029243e-06,4.86,4.57,4.76
2007-09-28,4.86,4.1,4.3,2.6545316647705758e-06,4.86,4.71,4.91
2007-09-29,5.0,4.1,4.3,3.240740740740742e-06,5.0,4.8,5.0
2007-09-30,4.95,4.22,4.35,2.8011204481792743e-06,4.95,4.8,5.0
2007-10-01,4.98,4.15,4.3,3.158677071720554e-06,4.98,4.75,4.89
2007-10-02,4.87,4.08,4.28,2.791974257050917e-06,4.87,4.71,4.88
2007-10-03,5.0,4.16,4.36,2.9629629629629604e-06,5.0,4.75,4.95
2007-10-04,4.86,4.19,4.39,2.227910504361019e-06,4.86,4.76,4.96
2007-10-05,4.95,4.16,4.36,2.754435107376284e-06,4.95,4.72,4.86
2007-10-06,4.91,4.1,4.3,2.867080278247793e-06,4.91,4.73,4.88
2007-10-07,4.92,4.26,4.36,2.6276276276276256e-06,4.92,4.73,4.88
2007-10-08,4.9,4.17,4.47,2.024482109227874e-06,4.9,4.77,4.95
2007-10-09,4.8,4.16,4.36,2.1072796934865883e-06,4.8,4.65,4.86
2007-10-10,4.95,4.16,4.36,2.754435107376284e-06,4.95,4.76,4.91
2007-10-11,4.85,4.13,4.33,2.4691358024691333e-06,4.85,4.76,4.87
2007-10-12,4.88,4.09,4.29,2.787226001511714e-06,4.88,4.76,4.91
2007-10-13,4.8,4.2,4.3,2.394636015325669e-06,4.8,4.66,4.86
2007-10-14,4.82,4.2,4.3,2.481863306605578e-06,4.82,4.66,4.86
2007-10-15,4.85,4.09,4.29,2.6590693257359925e-06,4.85,4.75,4.9
2007-10-16,4.8,4.08,4.28,2.490421455938696e-06,4.8,4.76,4.9
2007-10-17,4.85,4.08,4.28,2.7065527065527028e-06,4.85,4.75,4.95
2007-10-18,4.75,4.09,4.29,2.222222222222221e-06,4.75,4.75,4.92
2007-10-19,4.75,4.1,4.3,2.1739130434782607e-06,4.75,4.76,4.95
2007-10-20,4.75,4.2,4.3,2.1739130434782607e-06,4.75,4.78,4.93
2007-10-21,4.78,4.2,4.3,2.306805074971166e-06,4.78,4.78,4.93
2007-10-22,4.8,4.2,4.3,2.394636015325669e-06,4.8,4.77,4.96
2007-10-23,4.69,4.11,4.31,1.855106424526465e-06,4.69,4.74,4.94
2007-10-24,4.7,4.15,4.35,1.7056530214424974e-06,4.7,4.75,4.89
2007-10-25,4.74,4.13,4.33,1.984126984126983e-06,4.74,4.76,4.95
2007-10-26,4.72,4.17,4.37,1.6996891996891984e-06,4.72,4.65,4.85
2007-10-27,4.65,4.2,4.3,1.7207472959685375e-06,4.65,4.65,4.86
2007-10-28,4.7,4.2,4.3,1.949317738791426e-06,4.7,4.65,4.86
2007-10-29,4.63,4.19,4.39,1.1841326228537607e-06,4.63,4.75,4.95
2007-10-30,4.7,4.17,4.37,1.6081871345029229e-06,4.7,4.78,4.98
2007-10-31,4.55,4.12,4.32,1.1511511511511486e-06,4.55,4.81,5.01
2007-11-01,4.59,4.07,4.27,1.590141125024847e-06,4.59,4.7,4.91
2007-11-02,4.58,4.14,4.34,1.1947431302270033e-06,4.58,4.8,4.92
2007-11-03,4.59,4.1,4.3,1.4410653945537667e-06,4.59,4.7,4.87
2007-11-04,4.59,4.18,4.28,1.5404492148678171e-06,4.59,4.66,4.87
2007-11-05,4.59,4.09,4.29,1.4907573047107935e-06,4.59,4.75,4.9
2007-11-06,4.59,4.13,4.25,1.6895249453388975e-06,4.59,4.76,4.93
2007-11-07,4.58,4.14,4.34,1.1947431302270033e-06,4.58,4.76,4.93
2007-11-08,4.45,4.12,4.32,6.625891946992849e-07,4.45,4.77,4.93
2007-11-09,4.58,4.2,4.4,8.960573476702501e-07,4.58,4.79,4.93
2007-11-10,4.55,4.1,4.3,1.2512512512512508e-06,4.55,4.68,4.88
2007-11-11,4.57,4.2,4.3,1.3464991023339354e-06,4.57,4.66,4.87
2007-11-12,4.45,4.25,4.35,5.096839959225311e-07,4.45,4.67,4.88
2007-11-13,4.53,4.16,4.36,8.539280691179435e-07,4.53,4.79,4.93
2007-11-14,4.57,4.18,4.38,9.475364053461012e-07,4.57,4.8,4.93
2007-11-15,4.6,4.1,4.3,1.4880952380952358e-06,4.6,4.8,4.9
2007-11-16,4.65,4.17,4.37,1.3765978367748296e-06,4.65,4.8,4.97
2007-11-17,4.51,4.2,4.3,1.0586811857229271e-06,4.51,4.7,4.9
2007-11-18,4.53,4.2,4.3,1.1553144464536887e-06,4.53,4.75,4.96
2007-11-19,4.73,4.12,4.32,1.987589683924762e-06,4.73,4.78,4.98
2007-11-20,4.7,4.15,4.45,1.21832358674464e-06,4.7,4.75,4.97
2007-11-21,4.54,4.19,4.39,7.521058965102301e-07,4.54,4.78,4.98
2007-11-22,4.55,4.22,4.42,6.506506506506502e-07,4.55,4.78,4.99
2007-11-23,4.72,4.15,4.45,1.3111888111888077e-06,4.72,4.79,4.99
2007-11-24,4.67,4.1,4.3,1.812659220066629e-06,4.67,4.85,5.05
2007-11-25,4.67,4.2,4.3,1.812659220066629e-06,4.67,4.89,5.1
2007-11-26,4.65,4.16,4.36,1.425762045231072e-06,4.65,4.75,4.9
2007-11-27,4.73,4.08,4.28,2.18150087260035e-06,4.73,4.87,5.07
2007-11-28,4.75,4.11,4.31,2.1256038647343e-06,4.75,4.92,5.12
2007-11-29,4.7,4.13,4.33,1.8031189083820656e-06,4.7,4.98,5.18
2007-11-30,4.8,4.15,4.45,1.676245210727968e-06,4.8,5.05,5.25
2007-12-01,4.83,4.1,4.3,2.525252525252526e-06,4.83,4.8,5.2
2007-12-02,4.75,4.22,4.32,2.0772946859903366e-06,4.75,4.8,5.0
2007-12-03,4.75,4.19,4.39,1.7391304347826104e-06,4.75,4.88,5.08
2007-12-04,4.8,4.17,4.37,2.059386973180076e-06,4.8,4.9,5.1
2007-12-05,4.85,4.19,4.39,2.1842355175688527e-06,4.85,5.0,5.2
2007-12-06,4.83,4.07,4.27,2.668191347436634e-06,4.83,5.01,5.21
2007-12-07,4.7,4.09,4.29,1.9980506822612085e-06,4.7,4.92,5.13
2007-12-08,4.6,4.1,4.3,1.4880952380952358e-06,4.6,4.49,4.7
2007-12-09,4.75,4.22,4.32,2.0772946859903366e-06,4.75,4.49,4.7
2007-12-10,4.65,4.15,4.45,9.832841691248783e-07,4.65,4.4,4.7
2007-12-11,4.4,4.03,4.28,6.172839506172848e-07,4.4,4.74,4.99
2007-12-12,4.3,4.15,4.45,-7.861635220125815e-07,4.3,4.74,4.94
2007-12-13,4.3,4.13,4.33,-1.5723270440251877e-07,4.3,4.85,5.05
2007-12-14,4.3,4.1,4.4,-5.241090146750523e-07,4.3,4.9,5.1
2007-12-15,4.27,4.23,4.43,-8.433480919249399e-07,4.27,4.8,5.0
2007-12-16,4.28,4.2,4.4,-6.313131313131308e-07,4.28,4.8,5.0
2007-12-17,4.3,4.1,4.4,-5.241090146750523e-07,4.3,4.75,5.05
2007-12-18,4.37,4.1,4.4,-1.5518311607697226e-07,4.37,5.0,5.2
2007-12-19,4.35,4.1,4.4,-2.596053997923188e-07,4.35,5.02,5.22
2007-12-20,4.3,4.1,4.4,-5.241090146750523e-07,4.3,4.79,5.0
2007-12-21,5.07,4.4,4.55,2.3796448837635027e-06,5.07,5.0,5.2
2007-12-22,4.4,4.1,4.3,5.144032921810722e-07,4.4,4.8,5.1
2007-12-23,4.75,4.1,4.3,2.1739130434782607e-06,4.75,4.69,4.9
2007-12-24,4.75,4.1,4.3,2.1739130434782607e-06,4.75,4.69,4.9
2007-12-25,4.65,4.1,4.3,1.7207472959685375e-06,4.65,4.9,5.3
2007-12-26,4.97,4.1,4.3,3.1174390470872875e-06,4.97,4.9,5.3
2007-12-27,4.95,4.15,4.45,2.334267040149394e-06,4.95,5.11,5.3
2007-12-28,4.51,4.15,4.45,3.02480338777978e-07,4.51,5.14,5.35
2007-12-29,4.53,4.1,4.3,1.1553144464536887e-06,4.53,5.0,5.25
2007-12-30,4.35,4.25,4.45,-5.192107995846314e-07,4.35,5.09,5.3
2007-12-31,4.3,4.1,4.3,0.0,4.3,4.8,5.2
2008-01-01,4.3,4.1,4.3,0.0,4.3,4.9,5.35
2008-01-02,4.4,4.15,4.45,-2.572016460905361e-07,4.4,5.05,5.25
2008-01-03,4.4,4.15,4.45,-2.572016460905361e-07,4.4,5.07,5.27
2008-01-04,4.47,4.12,4.32,7.617306520414368e-07,4.47,5.06,5.26
2008-01-05,4.29,4.1,4.3,-5.2509976895610675e-08,4.29,5.11,5.31
2008-01-06,4.25,4.2,4.4,-7.93650793650797e-07,4.25,5.04,5.25
2008-01-07,4.35,4.15,4.45,-5.192107995846314e-07,4.35,5.04,5.25
2008-01-08,4.35,4.24,4.44,-4.672897196261738e-07,4.35,5.07,5.27
2008-01-09,4.3,4.15,4.45,-7.861635220125815e-07,4.3,5.07,5.27
2008-01-10,4.3,4.15,4.45,-7.861635220125815e-07,4.3,5.08,5.27
2008-01-11,4.25,4.18,4.38,-6.878306878306878e-07,4.25,5.07,5.27
2008-01-12,4.12,4.1,4.3,-9.765625e-07,4.12,5.0,5.2
2008-01-13,4.24,4.1,4.3,-3.180661577608102e-07,4.24,5.04,5.25
2008-01-14,4.27,4.15,4.45,-9.487666034155604e-07,4.27,5.06,5.26
2008-01-15,4.24,4.2,4.3,-3.180661577608102e-07,4.24,5.06,5.26
2008-01-16,4.17,4.17,4.37,-1.0745755426606485e-06,4.17,5.05,5.25
2008-01-17,4.25,4.14,4.34,-4.761904761904758e-07,4.25,5.06,5.26
2008-01-18,4.25,4.13,4.33,-4.232804232804243e-07,4.25,5.05,5.25
2008-01-19,4.12,4.1,4.3,-9.765625e-07,4.12,5.02,5.23
2008-01-20,4.2,4.2,4.3,-5.341880341880323e-07,4.2,5.02,5.23
2008-01-21,4.2,4.12,4.42,-1.175213675213671e-06,4.2,5.06,5.26
2008-01-22,4.05,4.08,4.33,-1.5401540154015415e-06,4.05,5.04,5.24
2008-01-23,3.45,4.12,4.42,-6.054931335830213e-06,3.45,5.0,5.22
2008-01-24,3.35,4.11,4.31,-6.130268199233717e-06,3.35,5.05,5.25
2008-01-25,3.32,4.13,4.38,-6.8158436213991725e-06,3.32,5.06,5.26
2008-01-26,3.25,4.1,4.3,-6.862745098039216e-06,3.25,4.95,5.15
2008-01-27,3.24,4.2,4.3,-6.944444444444445e-06,3.24,4.95,5.15
2008-01-28,3.27,4.12,4.42,-7.481134530314861e-06,3.27,5.0,5.2
2008-01-29,3.22,4.14,4.34,-7.372301211163766e-06,3.22,5.08,5.28
2008-01-30,3.26,4.14,4.34,-7.042253521126763e-06,3.26,5.27,5.48
2008-01-31,3.1,4.09,4.34,-8.40108401084011e-06,3.1,5.14,5.34
2008-02-01,3.1,4.15,4.35,-8.468834688346885e-06,3.1,5.15,5.36
2008-02-02,3.1,4.05,4.25,-7.791327913279133e-06,3.1,5.17,5.38
2008-02-03,3.1,4.05,4.25,-7.791327913279133e-06,3.1,5.29,5.5
2008-02-04,3.12,4.14,4.34,-8.22545846817691e-06,3.12,5.18,5.38
2008-02-05,3.15,4.18,4.28,-7.56358768406961e-06,3.15,5.24,5.44
2008-02-06,3.2,4.06,4.26,-7.010582010582011e-06,3.2,5.25,5.45
2008-02-07,3.0,4.1,4.3,-9.027777777777776e-06,3.0,5.24,5.45
2008-02-08,3.07,4.12,4.32,-8.531258531258528e-06,3.07,5.23,5.4
2008-02-09,3.02,4.18,4.28,-8.706467661691549e-06,3.02,5.17,5.37
2008-02-10,2.99,4.05,4.25,-8.771929824561401e-06,2.99,5.29,5.5
2008-02-11,3.08,4.12,4.42,-9.12309368191721e-06,3.08,5.25,5.45
2008-02-12,3.06,4.03,4.23,-8.004926108374382e-06,3.06,5.24,5.44
2008-02-13,3.06,4.17,4.37,-8.962780514504646e-06,3.06,5.25,5.4
2008-02-14,3.08,4.13,4.33,-8.510348583877996e-06,3.08,5.25,5.41
2008-02-15,3.07,4.15,4.35,-8.736008736008728e-06,3.07,5.25,5.45
2008-02-16,3.07,4.05,4.25,-8.053508053508049e-06,3.07,5.2,5.4
2008-02-17,3.07,4.05,4.25,-8.053508053508049e-06,3.07,5.29,5.5
2008-02-18,3.1,4.1,4.3,-8.130081300813009e-06,3.1,5.25,5.42
2008-02-19,3.03,4.14,4.34,-9.02950096498484e-06,3.03,5.21,5.41
2008-02-20,3.1,4.1,4.3,-8.130081300813009e-06,3.1,5.26,5.45
2008-02-21,3.06,4.08,4.28,-8.347016967706621e-06,3.06,5.26,5.45
2008-02-22,3.06,4.13,4.33,-8.689107827038855e-06,3.06,5.37,5.58
2008-02-23,3.05,4.25,4.35,-8.916323731138543e-06,3.05,5.26,5.46
2008-02-24,3.05,4.25,4.35,-8.916323731138543e-06,3.05,5.26,5.46
2008-02-25,3.04,4.25,4.35,-9.007150715071503e-06,3.04,5.2,5.46
2008-02-26,3.1,4.15,4.35,-8.468834688346885e-06,3.1,5.3,5.5
2008-02-27,3.06,4.13,4.33,-8.689107827038855e-06,3.06,5.39,5.59
2008-02-28,3.06,4.12,4.32,-8.620689655172412e-06,3.06,5.45,5.65
2008-02-29,3.07,4.2,4.4,-9.07725907725908e-06,3.07,5.46,5.66
2008-03-01,3.05,4.1,4.3,-8.573388203017833e-06,3.05,5.47,5.67
2008-03-02,3.05,4.22,4.32,-8.710562414266124e-06,3.05,5.57,5.78
2008-03-03,3.05,4.15,4.35,-8.916323731138543e-06,3.05,5.53,5.67
2008-03-04,3.04,4.12,4.32,-8.800880088008803e-06,3.04,5.48,5.68
2008-03-05,3.08,4.11,4.31,-8.374183006535942e-06,3.08,5.5,5.7
2008-03-06,3.1,4.13,4.33,-8.333333333333335e-06,3.1,5.5,5.65
2008-03-07,2.91,4.07,4.37,-1.0372264847968174e-05,2.91,5.48,5.68
2008-03-08,2.95,4.0,4.2,-8.790436005625876e-06,2.95,5.52,5.73
2008-03-09,3.05,4.22,4.32,-8.710562414266124e-06,3.05,5.52,5.73
2008-03-10,3.06,4.07,4.37,-8.962780514504646e-06,3.06,5.54,5.74
2008-03-11,3.0,4.07,4.37,-9.51388888888889e-06,3.0,5.55,5.76
2008-03-12,2.85,4.14,4.34,-1.0750360750360752e-05,2.85,5.53,5.72
2008-03-13,2.85,4.12,4.42,-1.1327561327561329e-05,2.85,5.52,5.72
2008-03-14,2.72,4.2,4.4,-1.2544802867383516e-05,2.72,5.54,5.74
2008-03-15,2.48,4.2,4.3,-1.4527458492975731e-05,2.48,5.5,5.7
2008-03-16,2.63,4.2,4.3,-1.2779308233853693e-05,2.63,5.47,5.68
2008-03-17,2.4,4.05,4.3,-1.5522875816993464e-05,2.4,5.55,5.75
2008-03-18,2.5,4.07,4.37,-1.484126984126984e-05,2.5,5.56,5.75
2008-03-19,2.6,4.12,4.42,-1.4043209876543208e-05,2.6,5.55,5.75
2008-03-20,2.65,4.2,4.35,-1.2937595129375949e-05,2.65,5.57,5.77
2008-03-21,2.55,3.9,4.1,-1.2128325508607197e-05,2.55,5.54,5.75
2008-03-22,2.73,3.9,4.1,-1.0202561811140896e-05,2.73,5.52,5.72
2008-03-23,2.55,4.2,4.3,-1.3693270735524258e-05,2.55,5.52,5.72
2008-03-24,2.7,4.23,4.33,-1.2237237237237237e-05,2.7,5.52,5.72
2008-03-25,2.73,4.12,4.42,-1.258564194221031e-05,2.73,5.55,5.75
2008-03-26,2.88,4.12,4.42,-1.1025200458190146e-05,2.88,5.57,5.77
2008-03-27,2.8,4.15,4.3,-1.096491228070176e-05,2.8,5.84,6.05
2008-03-28,2.89,4.14,4.29,-9.99714367323622e-06,2.89,5.96,6.17
2008-03-29,2.93,3.95,4.15,-8.623126943737632e-06,2.93,5.75,6.05
2008-03-30,2.97,4.15,4.3,-9.30590540162328e-06,2.97,5.75,6.05
2008-03-31,2.75,4.12,4.42,-1.2370370370370373e-05,2.75,5.89,6.1
2008-04-01,2.9,4.31,4.56,-1.1823361823361825e-05,2.9,5.77,5.97
2008-04-02,2.93,4.08,4.28,-9.541984732824428e-06,2.93,5.75,5.97
2008-04-03,2.95,4.12,4.42,-1.0337552742616034e-05,2.95,5.98,6.19
2008-04-04,2.8,4.11,4.31,-1.1038011695906432e-05,2.8,5.87,6.08
2008-04-05,2.7,4.18,4.33,-1.2237237237237237e-05,2.7,5.85,6.06
2008-04-06,2.77,4.18,4.33,-1.1494252873563217e-05,2.77,5.85,6.06
2008-04-07,2.8,4.12,4.42,-1.1842105263157895e-05,2.8,5.98,6.19
2008-04-08,2.65,4.11,4.31,-1.2633181126331807e-05,2.65,5.83,6.13
2008-04-09,2.65,4.12,4.42,-1.3470319634703198e-05,2.65,5.9,6.11
2008-04-10,2.65,4.12,4.32,-1.2709284627092848e-05,2.65,5.84,6.05
2008-04-11,2.66,4.09,4.29,-1.237097753491196e-05,2.66,5.74,5.95
2008-04-12,2.76,4.05,4.25,-1.1007683215130026e-05,2.76,5.9,6.11
2008-04-13,2.6,4.05,4.25,-1.273148148148148e-05,2.6,5.9,6.11
2008-04-14,2.7,4.09,4.29,-1.193693693693694e-05,2.7,5.9,6.11
2008-04-15,2.55,4.05,4.25,-1.3302034428794992e-05,2.55,5.87,6.08
2008-04-16,2.6,4.16,4.36,-1.3580246913580248e-05,2.6,5.88,6.09
2008-04-17,2.82,4.1,4.3,-1.0762070971495057e-05,2.82,5.83,6.04
2008-04-18,2.7,4.14,4.29,-1.193693693693694e-05,2.7,5.76,5.97
2008-04-19,2.7,4.05,4.25,-1.1636636636636634e-05,2.7,5.84,6.05
2008-04-20,2.7,4.16,4.31,-1.208708708708708e-05,2.7,5.84,6.05
2008-04-21,2.8,4.11,4.31,-1.1038011695906432e-05,2.8,5.84,6.05
2008-04-22,2.6,4.12,4.42,-1.4043209876543208e-05,2.6,5.79,5.99
2008-04-23,2.6,4.15,4.35,-1.3503086419753082e-05,2.6,5.88,6.09
2008-04-24,2.75,4.01,4.21,-1.0814814814814814e-05,2.75,5.78,5.99
2008-04-25,2.81,4.12,4.42,-1.1738116068824731e-05,2.81,5.84,6.05
2008-04-26,2.6,4.1,4.3,-1.311728395061728e-05,2.6,5.94,6.15
2008-04-27,2.75,4.15,4.3,-1.148148148148148e-05,2.75,5.94,6.15
2008-04-28,2.65,4.09,4.29,-1.2480974124809746e-05,2.65,5.89,6.1
2008-04-29,2.5,4.1,4.3,-1.4285714285714284e-05,2.5,5.95,6.16
2008-04-30,2.5,4.12,4.42,-1.5238095238095236e-05,2.5,6.05,6.26
2008-05-01,2.5,4.38,4.63,-1.6904761904761903e-05,2.5,5.9,6.11
2008-05-02,2.4,4.12,4.42,-1.6503267973856214e-05,2.4,5.92,6.13
2008-05-03,2.35,4.1,4.3,-1.6169154228855717e-05,2.35,5.96,6.17
2008-05-04,2.4,4.18,4.3,-1.5522875816993464e-05,2.4,5.96,6.17
2008-05-05,2.35,4.07,4.37,-1.6749585406301825e-05,2.35,5.82,6.02
2008-05-06,2.6,4.12,4.42,-1.4043209876543208e-05,2.6,5.85,6.07
2008-05-07,2.5,4.1,4.3,-1.4285714285714284e-05,2.5,6.05,6.26
2008-05-08,2.5,4.2,4.4,-1.507936507936508e-05,2.5,5.92,6.1
2008-05-09,2.3,4.12,4.32,-1.7003367003367007e-05,2.3,6.0,6.21
2008-05-10,2.3,4.1,4.3,-1.6835016835016837e-05,2.3,5.8,6.1
2008-05-12,2.4,4.16,4.36,-1.6013071895424842e-05,2.4,5.71,5.92
2008-05-13,2.2,4.1,4.3,-1.822916666666666e-05,2.2,5.66,5.87
2008-05-14,2.35,4.18,4.3,-1.6169154228855717e-05,2.35,5.62,5.83
2008-05-15,2.4,4.12,4.42,-1.6503267973856214e-05,2.4,5.61,5.82
2008-05-16,2.25,4.14,4.34,-1.7863247863247866e-05,2.25,5.79,6.0
2008-05-17,2.35,4.05,4.25,-1.5754560530679928e-05,2.35,5.78,5.99
2008-05-18,2.38,4.18,4.3,-1.5779092702169626e-05,2.38,5.78,5.99
2008-05-19,2.2,4.17,4.47,-1.9704861111111107e-05,2.2,5.78,5.99
2008-05-20,2.17,4.22,4.52,-2.0592358920434625e-05,2.17,5.85,6.05
2008-05-21,2.13,4.22,4.52,-2.1210507632232868e-05,2.13,6.0,6.21
2008-05-22,2.2,4.22,4.52,-2.013888888888889e-05,2.2,5.88,6.09
2008-05-23,2.3,4.22,4.52,-1.8686868686868685e-05,2.3,5.85,6.05
2008-05-24,2.3,4.2,4.4,-1.767676767676768e-05,2.3,5.88,6.09
2008-05-25,2.25,4.2,4.4,-1.837606837606838e-05,2.25,5.88,6.09
2008-05-26,2.28,4.19,4.39,-1.7869241192411923e-05,2.28,5.87,6.08
2008-05-27,2.3,4.4,4.65,-1.978114478114479e-05,2.3,5.82,6.03
2008-05-28,2.33,4.13,4.33,-1.668335001668335e-05,2.33,5.79,6.0
2008-05-29,2.4,4.22,4.52,-1.7320261437908496e-05,2.4,5.71,5.92
2008-05-30,2.3,4.14,4.34,-1.717171717171717e-05,2.3,5.76,5.97
2008-05-31,2.43,4.16,4.36,-1.5630061548428898e-05,2.43,5.82,6.02
2008-06-01,2.4,4.25,4.35,-1.593137254901961e-05,2.4,5.88,6.09
2008-06-02,2.41,4.27,4.57,-1.7595307917888564e-05,2.41,5.92,6.13
2008-06-03,2.4,4.16,4.36,-1.6013071895424842e-05,2.4,5.91,6.12
2008-06-04,2.4,4.22,4.52,-1.7320261437908496e-05,2.4,5.92,6.13
2008-06-05,2.3,4.2,4.4,-1.767676767676768e-05,2.3,5.87,6.08
2008-06-06,2.3,4.22,4.52,-1.8686868686868685e-05,2.3,5.86,6.07
2008-06-07,2.36,4.23,4.43,-1.711309523809524e-05,2.36,5.92,6.13
2008-06-08,2.3,4.25,4.4,-1.767676767676768e-05,2.3,5.92,6.13
2008-06-09,2.34,4.22,4.52,-1.813040585495675e-05,2.34,5.91,6.12
2008-06-10,2.25,4.21,4.41,-1.846153846153846e-05,2.25,5.85,6.06
2008-06-11,2.2,4.21,4.41,-1.918402777777778e-05,2.2,5.89,6.1
2008-06-12,2.25,4.21,4.41,-1.846153846153846e-05,2.25,5.84,6.05
2008-06-13,2.18,4.22,4.52,-2.044025157232704e-05,2.18,5.81,6.02
2008-06-14,2.35,4.05,4.25,-1.5754560530679928e-05,2.35,5.82,6.02
2008-06-15,2.18,4.25,4.45,-1.9828791055206142e-05,2.18,5.82,6.02
2008-06-16,2.25,4.22,4.52,-1.94017094017094e-05,2.25,5.75,5.97
2008-06-17,2.25,4.22,4.52,-1.94017094017094e-05,2.25,5.8,6.0
2008-06-18,2.15,4.09,4.29,-1.887125220458554e-05,2.15,5.81,6.02
2008-06-19,2.2,4.21,4.41,-1.918402777777778e-05,2.2,5.79,6.0
2008-06-20,2.7,4.36,4.56,-1.3963963963963958e-05,2.7,5.82,6.02
2008-06-21,2.65,4.24,4.44,-1.362252663622527e-05,2.65,5.95,6.16
2008-06-22,2.8,4.25,4.4,-1.1695906432748542e-05,2.8,5.95,6.16
2008-06-23,2.75,4.29,4.49,-1.2888888888888887e-05,2.75,5.9,6.11
2008-06-24,2.8,4.17,4.37,-1.1476608187134506e-05,2.8,5.94,6.15
2008-06-25,2.7,4.1,4.3,-1.2012012012012009e-05,2.7,6.07,6.28
2008-06-26,2.75,4.3,4.6,-1.37037037037037e-05,2.75,5.95,6.15
2008-06-27,2.5,4.3,4.6,-1.6666666666666664e-05,2.5,5.8,6.01
2008-06-28,2.43,4.25,4.45,-1.6358924522189824e-05,2.43,6.04,6.25
2008-06-29,2.3,4.25,4.45,-1.80976430976431e-05,2.3,6.04,6.25
2008-06-30,2.35,4.25,4.55,-1.8242122719734656e-05,2.35,6.0,6.18
2008-07-01,2.35,4.3,4.6,-1.8656716417910445e-05,2.35,6.1,6.31
2008-07-02,2.5,4.48,4.68,-1.73015873015873e-05,2.5,5.92,6.13
2008-07-03,2.35,4.45,4.55,-1.8242122719734656e-05,2.35,5.92,6.13
2008-07-04,2.33,4.45,4.65,-1.9352686019352687e-05,2.33,5.92,6.13
2008-07-05,2.47,4.43,4.63,-1.7291066282420746e-05,2.47,5.84,6.05
2008-07-06,2.42,4.45,4.55,-1.730019493177388e-05,2.42,5.84,6.05
2008-07-07,2.45,4.45,4.65,-1.7713365539452492e-05,2.45,5.84,6.05
2008-07-08,2.38,4.42,4.62,-1.8408941485864564e-05,2.38,5.88,6.09
2008-07-09,2.38,4.37,4.57,-1.799802761341223e-05,2.38,5.79,6.0
2008-07-10,2.35,4.43,4.63,-1.890547263681592e-05,2.35,5.99,6.19
2008-07-11,2.41,4.44,4.64,-1.816552623004236e-05,2.41,5.84,6.05
2008-07-12,2.41,4.35,4.55,-1.7432388400130334e-05,2.41,6.02,6.23
2008-07-13,2.37,4.5,4.6,-1.838114078470161e-05,2.37,6.02,6.23
2008-07-14,2.33,4.47,4.62,-1.9102435769102438e-05,2.33,6.02,6.23
2008-07-15,2.4,4.5,4.8,-1.9607843137254903e-05,2.4,6.02,6.23
2008-07-16,2.39,4.39,4.59,-1.802687643395608e-05,2.39,6.07,6.28
2008-07-17,2.4,4.39,4.59,-1.7892156862745098e-05,2.4,6.05,6.26
2008-07-18,2.39,4.38,4.58,-1.7944936086529003e-05,2.39,6.06,6.27
2008-07-19,2.35,4.39,4.59,-1.857379767827529e-05,2.35,5.9,6.1
2008-07-20,2.35,4.2,4.4,-1.6998341625207295e-05,2.35,6.06,6.27
2008-07-21,2.3,4.4,4.6,-1.936026936026936e-05,2.3,6.04,6.25
2008-07-22,2.3,4.4,4.6,-1.936026936026936e-05,2.3,5.92,6.12
2008-07-23,2.3,4.39,4.59,-1.927609427609428e-05,2.3,5.9,6.11
2008-07-24,2.35,4.47,4.67,-1.9237147595356542e-05,2.35,5.83,6.04
2008-07-25,2.35,4.4,4.6,-1.8656716417910445e-05,2.35,5.97,6.18
2008-07-26,2.4,4.38,4.58,-1.7810457516339874e-05,2.4,5.72,5.93
2008-07-27,2.33,4.45,4.55,-1.8518518518518515e-05,2.33,5.72,5.93
2008-07-28,2.3,4.36,4.56,-1.9023569023569024e-05,2.3,5.76,5.97
2008-07-29,2.45,4.39,4.59,-1.723027375201288e-05,2.45,5.92,6.13
2008-07-30,2.45,4.5,4.8,-1.8921095008051526e-05,2.45,5.89,6.1
2008-07-31,2.4,4.5,4.8,-1.9607843137254903e-05,2.4,6.02,6.23
2008-08-01,2.3,4.5,4.7,-2.020202020202021e-05,2.3,6.01,6.22
2008-08-02,2.43,4.47,4.67,-1.814058956916099e-05,2.43,6.03,6.24
2008-08-03,2.35,4.47,4.62,-1.8822553897180764e-05,2.35,6.04,6.25
2008-08-04,2.28,4.5,4.8,-2.134146341463415e-05,2.28,5.99,6.15
2008-08-05,2.4,4.32,4.52,-1.7320261437908496e-05,2.4,6.04,6.25
2008-08-06,2.27,4.44,4.64,-2.0132517838939856e-05,2.27,6.0,6.18
2008-08-07,2.27,4.49,4.69,-2.055725450220863e-05,2.27,5.99,6.2
2008-08-08,2.27,4.5,4.8,-2.149167516139993e-05,2.27,6.02,6.23
2008-08-09,2.39,4.3,4.5,-1.7289413307112422e-05,2.39,6.08,6.29
2008-08-10,2.29,4.5,4.6,-1.950354609929077e-05,2.29,6.07,6.28
2008-08-11,2.35,4.3,4.5,-1.7827529021558867e-05,2.35,6.07,6.28
2008-08-12,2.35,4.49,4.69,-1.9402985074626868e-05,2.35,6.0,6.22
2008-08-13,2.24,4.48,4.68,-2.0919067215363508e-05,2.24,6.13,6.34
